household_id,UF,SITUACAO
220001832_11,22,1
220001832_12,22,1
220020264_1,22,1
220020264_2,22,1
220020264_3,22,1
220020264_4,22,1
220020264_5,22,1
220020264_6,22,1
220020264_7,22,1
220020264_8,22,1
220020264_9,22,1
220020264_10,22,1
220020264_11,22,1
220020264_12,22,1
220020264_13,22,1
220002837_1,22,2
220002837_2,22,2
220002837_3,22,2
220002837_4,22,2
220002837_5,22,2
220002837_6,22,2
220002837_7,22,2
220002837_8,22,2
220002837_9,22,2
220002837_10,22,2
220002837_11,22,2
220002837_12,22,2
220002837_13,22,2
220002837_14,22,2
220002837_16,22,2
220002837_17,22,2
220046207_2,22,2
220046207_3,22,2
220046207_4,22,2
220046207_5,22,2
220046207_6,22,2
220046207_7,22,2
220046207_8,22,2
220046207_9,22,2
220046207_10,22,2
220046207_11,22,2
220046207_12,22,2
220046207_13,22,2
220046207_14,22,2
220046207_15,22,2
220046207_16,22,2
220046207_17,22,2
220010065_2,22,2
220010065_3,22,2
220010065_4,22,2
220010065_5,22,2
220010065_6,22,2
220010065_7,22,2
220010065_8,22,2
220010065_9,22,2
220010065_10,22,2
220010065_11,22,2
220010065_12,22,2
220010065_13,22,2
220010065_14,22,2
220010065_15,22,2
220010065_16,22,2
220010065_17,22,2
220012045_2,22,2
220012045_3,22,2
220012045_4,22,2
220012045_5,22,2
220012045_6,22,2
220012045_7,22,2
220012045_8,22,2
220012045_9,22,2
220012045_11,22,2
220012045_12,22,2
220012045_13,22,2
220012045_14,22,2
220012045_15,22,2
220012045_16,22,2
220012045_17,22,2
220029616_1,22,1
220029616_2,22,1
220029616_3,22,1
220029616_4,22,1
220029616_5,22,1
220029616_6,22,1
220029616_7,22,1
220029616_8,22,1
220029616_9,22,1
220029616_10,22,1
220029616_11,22,1
220029616_12,22,1
220029616_13,22,1
220014138_1,22,2
220014138_2,22,2
220014138_3,22,2
220014138_4,22,2
220014138_5,22,2
220014138_6,22,2
220014138_7,22,2
220014138_8,22,2
220014138_9,22,2
220014138_10,22,2
220014138_11,22,2
220014138_12,22,2
220014138_13,22,2
220014138_14,22,2
220014138_15,22,2
220014138_16,22,2
220014138_17,22,2
220014138_18,22,2
220014138_19,22,2
220014138_20,22,2
220011460_1,22,2
220011460_2,22,2
220011460_3,22,2
220011460_4,22,2
220011460_5,22,2
220011460_6,22,2
220011460_7,22,2
220011460_8,22,2
220011460_9,22,2
220011460_10,22,2
220011460_11,22,2
220011460_12,22,2
220011460_13,22,2
220011460_14,22,2
220011460_15,22,2
220011460_16,22,2
220011460_17,22,2
220041291_1,22,2
220041291_2,22,2
220041291_3,22,2
220041291_4,22,2
220041291_5,22,2
220041291_10,22,2
220041291_11,22,2
220041291_12,22,2
220041291_13,22,2
220041291_14,22,2
220041291_15,22,2
220041291_16,22,2
220041291_17,22,2
220006671_1,22,1
220006671_2,22,1
220006671_3,22,1
220006671_4,22,1
220006671_7,22,1
220006671_8,22,1
220006671_9,22,1
220006671_11,22,1
220006671_12,22,1
220045690_1,22,1
220045690_2,22,1
220045690_3,22,1
220045690_4,22,1
220045690_5,22,1
220045690_6,22,1
220045690_7,22,1
220045690_8,22,1
220045690_9,22,1
220045690_10,22,1
220045690_11,22,1
220045690_12,22,1
220045690_13,22,1
220039080_2,22,1
220039080_3,22,1
220039080_4,22,1
220039080_5,22,1
220039080_6,22,1
220039080_8,22,1
220039080_9,22,1
220039080_10,22,1
220039080_11,22,1
220039080_12,22,1
220020576_1,22,1
220020576_2,22,1
220020576_3,22,1
220020576_6,22,1
220020576_7,22,1
220020576_8,22,1
220020576_9,22,1
220020576_10,22,1
220020576_11,22,1
220020576_12,22,1
220020576_13,22,1
220012773_1,22,1
220012773_2,22,1
220012773_3,22,1
220012773_4,22,1
220012773_5,22,1
220012773_6,22,1
220012773_8,22,1
220012773_9,22,1
220012773_10,22,1
220012773_11,22,1
220012773_12,22,1
220012773_13,22,1
220034093_1,22,1
220034093_2,22,1
220034093_3,22,1
220034093_4,22,1
220034093_5,22,1
220034093_6,22,1
220034093_13,22,1
220034093_7,22,1
220034093_8,22,1
220034093_9,22,1
220034093_10,22,1
220034093_11,22,1
220034093_12,22,1
220014110_1,22,1
220014110_2,22,1
220014110_3,22,1
220014110_4,22,1
220014110_5,22,1
220014110_6,22,1
220014110_7,22,1
220014110_8,22,1
220014110_9,22,1
220014110_10,22,1
220014110_11,22,1
220014110_12,22,1
220014110_13,22,1
220019324_1,22,2
220019324_3,22,2
220019324_5,22,2
220019324_6,22,2
220019324_7,22,2
220019324_8,22,2
220019324_9,22,2
220019324_10,22,2
220019324_11,22,2
220019324_12,22,2
220019324_13,22,2
220019324_14,22,2
220019324_15,22,2
220019324_16,22,2
220019324_17,22,2
220021530_1,22,1
220021530_2,22,1
220021530_3,22,1
220021530_4,22,1
220021530_5,22,1
220021530_6,22,1
220021530_8,22,1
220021530_9,22,1
220021530_10,22,1
220021530_11,22,1
220021530_12,22,1
220021530_13,22,1
220032305_1,22,1
220032305_2,22,1
220032305_3,22,1
220032305_4,22,1
220032305_5,22,1
220032305_6,22,1
220032305_7,22,1
220032305_8,22,1
220032305_9,22,1
220032305_10,22,1
220032305_11,22,1
220032305_12,22,1
220032305_13,22,1
220018358_1,22,1
220018358_2,22,1
220018358_3,22,1
220018358_4,22,1
220018358_5,22,1
220018358_6,22,1
220018358_7,22,1
220018358_8,22,1
220018358_9,22,1
220018358_10,22,1
220018358_11,22,1
220018358_12,22,1
220018358_13,22,1
220048396_1,22,1
220048396_2,22,1
220048396_3,22,1
220048396_5,22,1
220048396_6,22,1
220048396_7,22,1
220048396_8,22,1
220048396_9,22,1
220048396_11,22,1
220048396_12,22,1
220045257_1,22,1
220045257_2,22,1
220045257_3,22,1
220045257_4,22,1
220045257_5,22,1
220045257_6,22,1
220045257_7,22,1
220045257_8,22,1
220045257_9,22,1
220045257_10,22,1
220045257_11,22,1
220045257_12,22,1
220045257_13,22,1
220015699_1,22,1
220015699_2,22,1
220015699_3,22,1
220015699_4,22,1
220015699_5,22,1
220015699_6,22,1
220015699_7,22,1
220015699_9,22,1
220015699_10,22,1
220015699_11,22,1
220015699_12,22,1
220015699_13,22,1
220046280_1,22,1
220046280_2,22,1
220046280_5,22,1
220046280_6,22,1
220046280_7,22,1
220046280_8,22,1
220046280_9,22,1
220046280_11,22,1
220046280_12,22,1
220046280_13,22,1
220039944_2,22,2
220039944_3,22,2
220039944_4,22,2
220039944_6,22,2
220039944_7,22,2
220039944_8,22,2
220039944_9,22,2
220039944_11,22,2
220039944_12,22,2
220039944_14,22,2
220039944_15,22,2
220039944_17,22,2
220036837_1,22,1
220036837_2,22,1
220036837_5,22,1
220036837_6,22,1
220036837_8,22,1
220036837_9,22,1
220036837_11,22,1
220036837_13,22,1
220047178_1,22,2
220047178_2,22,2
220047178_3,22,2
220047178_4,22,2
220047178_6,22,2
220047178_7,22,2
220047178_8,22,2
220047178_10,22,2
220047178_11,22,2
220047178_12,22,2
220047178_13,22,2
220047178_15,22,2
220047178_16,22,2
220047178_17,22,2
220047178_18,22,2
220047178_19,22,2
220047178_20,22,2
220039099_1,22,1
220039099_2,22,1
220039099_3,22,1
220039099_5,22,1
220039099_6,22,1
220039099_7,22,1
220039099_8,22,1
220039099_9,22,1
220039099_10,22,1
220039099_11,22,1
220039099_12,22,1
220039099_13,22,1
220008281_1,22,1
220008281_2,22,1
220008281_3,22,1
220008281_4,22,1
220008281_5,22,1
220008281_6,22,1
220008281_7,22,1
220008281_8,22,1
220008281_9,22,1
220008281_10,22,1
220008281_11,22,1
220008281_12,22,1
220008281_13,22,1
220008350_1,22,1
220008350_2,22,1
220008350_5,22,1
220008350_6,22,1
220008350_7,22,1
220008350_8,22,1
220008350_9,22,1
220008350_10,22,1
220008350_11,22,1
220008350_12,22,1
220008350_13,22,1
220016714_8,22,1
220016714_9,22,1
220016714_12,22,1
220016714_13,22,1
220016714_1,22,1
220016714_3,22,1
220016714_4,22,1
220016714_5,22,1
220016714_6,22,1
220037617_2,22,1
220037617_3,22,1
220037617_4,22,1
220037617_5,22,1
220037617_6,22,1
220037617_8,22,1
220037617_9,22,1
220037617_10,22,1
220037617_11,22,1
220037617_12,22,1
220037617_13,22,1
220025817_1,22,1
220025817_3,22,1
220025817_4,22,1
220025817_5,22,1
220025817_6,22,1
220025817_8,22,1
220025817_9,22,1
220025817_10,22,1
220025817_12,22,1
220025817_13,22,1
220014785_1,22,1
220014785_2,22,1
220014785_4,22,1
220014785_5,22,1
220014785_6,22,1
220014785_7,22,1
220014785_8,22,1
220014785_9,22,1
220014785_10,22,1
220014785_11,22,1
220014785_12,22,1
220014785_13,22,1
220041426_1,22,1
220041426_2,22,1
220041426_3,22,1
220041426_4,22,1
220041426_5,22,1
220041426_6,22,1
220041426_7,22,1
220041426_8,22,1
220041426_9,22,1
220041426_10,22,1
220041426_11,22,1
220041426_12,22,1
220041426_13,22,1
220047919_1,22,2
220047919_2,22,2
220047919_3,22,2
220047919_4,22,2
220047919_5,22,2
220047919_6,22,2
220047919_7,22,2
220047919_8,22,2
220047919_9,22,2
220047919_10,22,2
220047919_11,22,2
220047919_12,22,2
220047919_13,22,2
220047919_14,22,2
220047919_15,22,2
220047919_16,22,2
220047919_17,22,2
220002623_1,22,1
220002623_2,22,1
220002623_3,22,1
220002623_4,22,1
220002623_5,22,1
220002623_6,22,1
220002623_7,22,1
220002623_8,22,1
220002623_9,22,1
220002623_10,22,1
220002623_11,22,1
220002623_12,22,1
220002623_13,22,1
220019664_6,22,2
220019664_7,22,2
220019664_8,22,2
220019664_9,22,2
220019664_10,22,2
220019664_11,22,2
220019664_12,22,2
220019664_13,22,2
220019664_14,22,2
220019664_15,22,2
220019664_16,22,2
220019664_17,22,2
220019664_18,22,2
220019664_19,22,2
220019664_20,22,2
220019664_1,22,2
220019664_2,22,2
220019664_3,22,2
220019664_4,22,2
220017318_1,22,1
220017318_2,22,1
220017318_3,22,1
220017318_4,22,1
220017318_5,22,1
220017318_6,22,1
220017318_7,22,1
220017318_8,22,1
220017318_9,22,1
220017318_10,22,1
220017318_11,22,1
220017318_12,22,1
220017318_13,22,1
220006035_1,22,1
220006035_2,22,1
220006035_3,22,1
220006035_4,22,1
220006035_5,22,1
220006035_6,22,1
220006035_7,22,1
220006035_8,22,1
220006035_12,22,1
220006035_13,22,1
220028797_4,22,1
220028797_6,22,1
220028797_8,22,1
220028797_9,22,1
220028797_10,22,1
220028797_11,22,1
220028797_12,22,1
220008194_1,22,1
220008194_2,22,1
220008194_3,22,1
220008194_4,22,1
220008194_5,22,1
220008194_7,22,1
220008194_8,22,1
220008194_9,22,1
220008194_10,22,1
220008194_11,22,1
220008194_12,22,1
220008194_13,22,1
220032165_1,22,1
220032165_2,22,1
220032165_3,22,1
220032165_4,22,1
220032165_5,22,1
220032165_7,22,1
220032165_8,22,1
220032165_9,22,1
220032165_10,22,1
220032165_11,22,1
220032165_12,22,1
220032165_13,22,1
220013907_2,22,1
220013907_4,22,1
220013907_5,22,1
220013907_6,22,1
220013907_7,22,1
220013907_8,22,1
220013907_9,22,1
220013907_10,22,1
220013907_11,22,1
220013907_13,22,1
220013322_1,22,1
220013322_2,22,1
220013322_3,22,1
220013322_4,22,1
220013322_5,22,1
220013322_6,22,1
220013322_7,22,1
220013322_8,22,1
220013322_10,22,1
220013322_12,22,1
220013322_13,22,1
220021468_1,22,1
220021468_2,22,1
220021468_3,22,1
220021468_4,22,1
220021468_5,22,1
220021468_6,22,1
220021468_7,22,1
220021468_8,22,1
220021468_9,22,1
220021468_10,22,1
220021468_12,22,1
220021468_13,22,1
220043037_1,22,1
220043037_3,22,1
220043037_5,22,1
220043037_6,22,1
220043037_7,22,1
220043037_8,22,1
220043037_9,22,1
220043037_10,22,1
220043037_11,22,1
220043037_12,22,1
220043037_13,22,1
220047777_1,22,1
220047777_2,22,1
220047777_3,22,1
220047777_4,22,1
220047777_5,22,1
220047777_7,22,1
220047777_8,22,1
220047777_10,22,1
220047777_11,22,1
220047777_12,22,1
220047777_13,22,1
220014505_2,22,1
220014505_3,22,1
220014505_5,22,1
220014505_8,22,1
220014505_9,22,1
220014505_10,22,1
220014505_11,22,1
220014505_12,22,1
220014505_13,22,1
220032848_1,22,1
220032848_2,22,1
220032848_3,22,1
220032848_5,22,1
220032848_6,22,1
220032848_7,22,1
220032848_8,22,1
220032848_9,22,1
220032848_10,22,1
220032848_11,22,1
220032848_12,22,1
220032848_13,22,1
220026476_1,22,1
220026476_2,22,1
220026476_3,22,1
220026476_4,22,1
220026476_5,22,1
220026476_6,22,1
220026476_7,22,1
220026476_8,22,1
220026476_9,22,1
220026476_10,22,1
220026476_11,22,1
220026476_12,22,1
220035158_2,22,1
220035158_3,22,1
220035158_4,22,1
220035158_5,22,1
220035158_6,22,1
220035158_7,22,1
220035158_8,22,1
220035158_9,22,1
220035158_10,22,1
220035158_11,22,1
220035158_12,22,1
220035158_13,22,1
220003727_1,22,1
220003727_2,22,1
220003727_4,22,1
220003727_5,22,1
220003727_6,22,1
220003727_8,22,1
220003727_9,22,1
220003727_10,22,1
220003727_11,22,1
220003727_13,22,1
220026730_1,22,1
220026730_2,22,1
220026730_3,22,1
220026730_4,22,1
220026730_5,22,1
220026730_6,22,1
220026730_7,22,1
220026730_8,22,1
220026730_9,22,1
220026730_10,22,1
220026730_11,22,1
220026730_13,22,1
220007713_1,22,1
220007713_3,22,1
220007713_4,22,1
220007713_5,22,1
220007713_6,22,1
220007713_7,22,1
220007713_8,22,1
220007713_9,22,1
220007713_12,22,1
220007713_13,22,1
220031906_1,22,1
220031906_2,22,1
220031906_3,22,1
220031906_4,22,1
220031906_5,22,1
220031906_6,22,1
220031906_7,22,1
220031906_9,22,1
220031906_10,22,1
220031906_11,22,1
220031906_12,22,1
220003284_2,22,1
220003284_3,22,1
220003284_4,22,1
220003284_6,22,1
220003284_8,22,1
220003284_10,22,1
220003284_11,22,1
220003284_12,22,1
220003284_13,22,1
220011849_1,22,1
220011849_2,22,1
220011849_3,22,1
220011849_5,22,1
220011849_6,22,1
220011849_7,22,1
220011849_8,22,1
220011849_9,22,1
220011849_11,22,1
220011849_12,22,1
220011849_13,22,1
220003399_1,22,1
220003399_2,22,1
220003399_3,22,1
220003399_4,22,1
220003399_5,22,1
220003399_6,22,1
220003399_7,22,1
220003399_8,22,1
220003399_9,22,1
220003399_10,22,1
220003399_11,22,1
220003399_12,22,1
220003399_13,22,1
220022567_1,22,1
220022567_2,22,1
220022567_3,22,1
220022567_5,22,1
220022567_6,22,1
220022567_7,22,1
220022567_8,22,1
220022567_9,22,1
220022567_12,22,1
220022567_13,22,1
220046899_1,22,1
220046899_2,22,1
220046899_3,22,1
220046899_4,22,1
220046899_6,22,1
220046899_7,22,1
220046899_8,22,1
220046899_9,22,1
220046899_10,22,1
220046899_11,22,1
220046899_12,22,1
220046899_13,22,1
220022051_1,22,1
220022051_2,22,1
220022051_3,22,1
220022051_4,22,1
220022051_5,22,1
220022051_6,22,1
220022051_7,22,1
220022051_8,22,1
220022051_9,22,1
220022051_10,22,1
220022051_11,22,1
220022051_12,22,1
220022051_13,22,1
220042250_1,22,1
220042250_2,22,1
220042250_3,22,1
220042250_4,22,1
220042250_5,22,1
220042250_6,22,1
220042250_7,22,1
220042250_8,22,1
220042250_9,22,1
220042250_10,22,1
220042250_12,22,1
220042250_13,22,1
220035703_1,22,1
220035703_2,22,1
220035703_4,22,1
220035703_5,22,1
220035703_6,22,1
220035703_8,22,1
220035703_10,22,1
220035703_11,22,1
220035703_12,22,1
220035703_13,22,1
220000939_1,22,2
220000939_3,22,2
220000939_4,22,2
220000939_5,22,2
220000939_6,22,2
220000939_7,22,2
220000939_8,22,2
220000939_9,22,2
220000939_10,22,2
220000939_11,22,2
220000939_12,22,2
220000939_13,22,2
220000939_14,22,2
220000939_15,22,2
220000939_16,22,2
220000939_17,22,2
220035074_1,22,2
220035074_2,22,2
220035074_3,22,2
220035074_4,22,2
220035074_5,22,2
220035074_6,22,2
220035074_7,22,2
220035074_8,22,2
220035074_9,22,2
220035074_11,22,2
220035074_12,22,2
220035074_13,22,2
220035074_14,22,2
220035074_15,22,2
220035074_16,22,2
220035074_17,22,2
220035074_18,22,2
220035074_19,22,2
220035074_20,22,2
220043188_1,22,2
220043188_2,22,2
220043188_3,22,2
220043188_4,22,2
220043188_5,22,2
220043188_6,22,2
220043188_7,22,2
220043188_8,22,2
220043188_9,22,2
220043188_10,22,2
220043188_11,22,2
220043188_12,22,2
220043188_13,22,2
220043188_14,22,2
220043188_15,22,2
220043188_16,22,2
220043188_17,22,2
220043188_18,22,2
220043188_19,22,2
220043188_20,22,2
220010909_1,22,1
220010909_2,22,1
220010909_3,22,1
220010909_4,22,1
220010909_5,22,1
220010909_7,22,1
220010909_9,22,1
220010909_11,22,1
220010909_12,22,1
220010909_13,22,1
220049648_1,22,1
220049648_2,22,1
220049648_3,22,1
220049648_4,22,1
220049648_5,22,1
220049648_6,22,1
220049648_7,22,1
220049648_9,22,1
220049648_11,22,1
220049648_12,22,1
220024961_1,22,1
220024961_4,22,1
220024961_5,22,1
220024961_6,22,1
220024961_7,22,1
220024961_8,22,1
220024961_9,22,1
220024961_10,22,1
220024961_12,22,1
220024961_13,22,1
220012338_5,22,1
220012338_7,22,1
220012338_9,22,1
220012338_10,22,1
220012338_11,22,1
220027834_1,22,1
220027834_2,22,1
220027834_3,22,1
220027834_4,22,1
220027834_5,22,1
220027834_6,22,1
220027834_7,22,1
220027834_8,22,1
220027834_9,22,1
220027834_10,22,1
220027834_11,22,1
220027834_12,22,1
220027834_13,22,1
220023041_1,22,1
220023041_3,22,1
220023041_4,22,1
220023041_5,22,1
220023041_6,22,1
220023041_8,22,1
220023041_9,22,1
220023041_10,22,1
220023041_12,22,1
220023041_13,22,1
220012338_12,22,1
220012338_13,22,1
220032699_1,22,1
220032699_2,22,1
220032699_3,22,1
220032699_4,22,1
220032699_5,22,1
220032699_6,22,1
220032699_7,22,1
220032699_8,22,1
220032699_9,22,1
220032699_10,22,1
220032699_11,22,1
220032699_12,22,1
220032699_13,22,1
220042827_1,22,1
220042827_2,22,1
220042827_4,22,1
220042827_5,22,1
220042827_6,22,1
220042827_7,22,1
220042827_8,22,1
220042827_9,22,1
220042827_10,22,1
220042827_11,22,1
220042827_12,22,1
220042827_13,22,1
220048949_1,22,1
220048949_3,22,1
220048949_4,22,1
220048949_5,22,1
220048949_6,22,1
220048949_7,22,1
220048949_8,22,1
220048949_9,22,1
220048949_10,22,1
220048949_11,22,1
220048949_12,22,1
220048949_13,22,1
220013857_1,22,2
220013857_2,22,2
220013857_3,22,2
220013857_4,22,2
220013857_5,22,2
220013857_7,22,2
220013857_8,22,2
220013857_9,22,2
220013857_10,22,2
220013857_11,22,2
220013857_12,22,2
220013857_13,22,2
220013857_14,22,2
220013857_15,22,2
220013857_16,22,2
220013857_17,22,2
220044692_1,22,1
220044692_4,22,1
220044692_5,22,1
220044692_6,22,1
220044692_7,22,1
220044692_8,22,1
220044692_9,22,1
220044692_10,22,1
220044692_12,22,1
220044692_13,22,1
220000315_1,22,2
220000315_2,22,2
220000315_3,22,2
220000315_4,22,2
220000315_5,22,2
220000315_6,22,2
220000315_7,22,2
220000315_8,22,2
220000315_9,22,2
220000315_10,22,2
220000315_11,22,2
220000315_12,22,2
220000315_13,22,2
220000315_14,22,2
220000315_15,22,2
220000315_16,22,2
220000315_17,22,2
220042320_1,22,1
220042320_2,22,1
220042320_4,22,1
220042320_5,22,1
220042320_6,22,1
220042320_7,22,1
220042320_9,22,1
220042320_11,22,1
220042320_13,22,1
220032059_1,22,1
220032059_2,22,1
220032059_3,22,1
220032059_4,22,1
220032059_5,22,1
220032059_6,22,1
220032059_7,22,1
220032059_8,22,1
220032059_9,22,1
220032059_10,22,1
220032059_11,22,1
220032059_12,22,1
220032059_13,22,1
220049362_1,22,1
220049362_2,22,1
220049362_3,22,1
220049362_4,22,1
220049362_5,22,1
220049362_6,22,1
220049362_7,22,1
220049362_8,22,1
220049362_9,22,1
220049362_10,22,1
220049362_11,22,1
220049362_12,22,1
220049362_13,22,1
220017416_1,22,1
220017416_2,22,1
220017416_3,22,1
220017416_4,22,1
220017416_5,22,1
220017416_6,22,1
220017416_7,22,1
220017416_8,22,1
220017416_9,22,1
220017416_10,22,1
220017416_11,22,1
220017416_12,22,1
220016605_1,22,1
220016605_2,22,1
220016605_3,22,1
220016605_5,22,1
220016605_6,22,1
220016605_7,22,1
220016605_8,22,1
220016605_9,22,1
220016605_10,22,1
220016605_11,22,1
220016605_12,22,1
220016605_13,22,1
220009023_5,22,2
220009023_6,22,2
220009023_7,22,2
220009023_8,22,2
220009023_9,22,2
220009023_11,22,2
220009023_12,22,2
220009023_13,22,2
220009023_14,22,2
220009023_15,22,2
220009023_16,22,2
220009023_17,22,2
220009023_19,22,2
220009023_20,22,2
220009023_1,22,2
220009023_2,22,2
220009023_3,22,2
220009023_4,22,2
220045570_1,22,1
220045570_2,22,1
220045570_3,22,1
220045570_4,22,1
220045570_5,22,1
220045570_6,22,1
220045570_7,22,1
220045570_9,22,1
220045570_10,22,1
220045570_11,22,1
220045570_12,22,1
220045570_13,22,1
220038430_1,22,1
220038430_3,22,1
220038430_4,22,1
220038430_5,22,1
220038430_6,22,1
220038430_7,22,1
220038430_8,22,1
220038430_9,22,1
220038430_11,22,1
220038430_12,22,1
220038430_13,22,1
220007160_1,22,2
220007160_2,22,2
220007160_3,22,2
220007160_4,22,2
220007160_5,22,2
220007160_6,22,2
220007160_7,22,2
220007160_8,22,2
220007160_9,22,2
220007160_10,22,2
220007160_11,22,2
220007160_12,22,2
220007160_13,22,2
220007160_14,22,2
220007160_16,22,2
220007160_17,22,2
220007160_18,22,2
220007160_19,22,2
220007160_20,22,2
220021034_1,22,2
220021034_2,22,2
220021034_3,22,2
220021034_4,22,2
220021034_5,22,2
220021034_6,22,2
220021034_7,22,2
220021034_8,22,2
220021034_9,22,2
220021034_10,22,2
220021034_11,22,2
220021034_12,22,2
220021034_14,22,2
220021034_15,22,2
220021034_16,22,2
220021034_17,22,2
220015829_1,22,2
220015829_2,22,2
220015829_3,22,2
220015829_5,22,2
220015829_6,22,2
220015829_7,22,2
220015829_8,22,2
220015829_9,22,2
220015829_10,22,2
220015829_12,22,2
220015829_13,22,2
220015829_14,22,2
220015829_15,22,2
220015829_16,22,2
220015829_17,22,2
220011190_1,22,1
220011190_2,22,1
220011190_3,22,1
220011190_6,22,1
220011190_7,22,1
220011190_9,22,1
220011190_10,22,1
220011190_11,22,1
220011190_12,22,1
220011190_13,22,1
220029263_1,22,1
220029263_3,22,1
220029263_4,22,1
220029263_5,22,1
220029263_6,22,1
220029263_8,22,1
220029263_9,22,1
220029263_12,22,1
220029263_13,22,1
220013610_1,22,1
220013610_2,22,1
220013610_3,22,1
220013610_4,22,1
220013610_5,22,1
220013610_6,22,1
220013610_7,22,1
220013610_8,22,1
220013610_9,22,1
220013610_10,22,1
220013610_11,22,1
220013610_12,22,1
220013610_13,22,1
220024594_1,22,1
220024594_2,22,1
220024594_3,22,1
220024594_4,22,1
220024594_5,22,1
220024594_6,22,1
220024594_7,22,1
220024594_8,22,1
220024594_9,22,1
220024594_10,22,1
220024594_11,22,1
220046680_3,22,1
220046680_5,22,1
220046680_6,22,1
220046680_7,22,1
220046680_8,22,1
220046680_9,22,1
220046680_10,22,1
220046680_11,22,1
220046680_12,22,1
220046680_13,22,1
220040837_2,22,1
220040837_3,22,1
220040837_4,22,1
220040837_5,22,1
220040837_8,22,1
220040837_9,22,1
220040837_10,22,1
220040837_11,22,1
220040837_12,22,1
220040837_13,22,1
220013473_1,22,1
220013473_2,22,1
220013473_3,22,1
220013473_4,22,1
220013473_5,22,1
220013473_6,22,1
220013473_7,22,1
220013473_8,22,1
220013473_9,22,1
220013473_10,22,1
220013473_11,22,1
220013473_13,22,1
220040974_1,22,1
220040974_2,22,1
220040974_3,22,1
220040974_4,22,1
220040974_5,22,1
220040974_6,22,1
220040974_7,22,1
220040974_8,22,1
220040974_9,22,1
220040974_10,22,1
220040974_11,22,1
220040974_12,22,1
220040974_13,22,1
220027020_1,22,1
220027020_2,22,1
220027020_3,22,1
220027020_4,22,1
220027020_5,22,1
220027020_7,22,1
220027020_8,22,1
220027020_10,22,1
220027020_11,22,1
220022210_1,22,1
220022210_2,22,1
220022210_3,22,1
220022210_4,22,1
220022210_5,22,1
220022210_6,22,1
220022210_7,22,1
220022210_9,22,1
220022210_11,22,1
220022210_12,22,1
220022210_13,22,1
220004073_1,22,1
220004073_2,22,1
220004073_3,22,1
220004073_5,22,1
220004073_6,22,1
220004073_7,22,1
220004073_8,22,1
220004073_9,22,1
220004073_10,22,1
220004073_11,22,1
220004073_12,22,1
220004073_13,22,1
220020787_1,22,1
220020787_3,22,1
220020787_5,22,1
220020787_6,22,1
220020787_9,22,1
220020787_10,22,1
220020787_11,22,1
220020787_12,22,1
220042260_1,22,1
220042260_2,22,1
220042260_5,22,1
220042260_6,22,1
220042260_7,22,1
220042260_8,22,1
220042260_10,22,1
220042260_11,22,1
220042260_12,22,1
220042260_13,22,1
220032884_1,22,1
220032884_2,22,1
220032884_3,22,1
220032884_4,22,1
220032884_5,22,1
220032884_6,22,1
220032884_7,22,1
220032884_8,22,1
220032884_9,22,1
220032884_10,22,1
220032884_11,22,1
220032884_12,22,1
220032884_13,22,1
220011262_1,22,1
220011262_3,22,1
220011262_4,22,1
220011262_5,22,1
220011262_6,22,1
220011262_7,22,1
220011262_8,22,1
220011262_10,22,1
220011262_11,22,1
220011262_12,22,1
220011262_13,22,1
220023470_1,22,1
220023470_3,22,1
220023470_4,22,1
220023470_5,22,1
220023470_6,22,1
220023470_7,22,1
220023470_8,22,1
220023470_9,22,1
220023470_10,22,1
220023470_11,22,1
220023470_12,22,1
220023470_13,22,1
220037662_1,22,1
220037662_2,22,1
220037662_3,22,1
220037662_4,22,1
220037662_5,22,1
220037662_6,22,1
220037662_7,22,1
220037662_8,22,1
220037662_9,22,1
220037662_10,22,1
220037662_11,22,1
220037662_12,22,1
220037662_13,22,1
220021927_1,22,1
220021927_2,22,1
220021927_3,22,1
220021927_4,22,1
220021927_5,22,1
220021927_6,22,1
220021927_7,22,1
220021927_8,22,1
220021927_9,22,1
220021927_10,22,1
220021927_11,22,1
220021927_12,22,1
220021927_13,22,1
220039877_1,22,1
220039877_2,22,1
220039877_3,22,1
220039877_4,22,1
220039877_5,22,1
220039877_6,22,1
220039877_7,22,1
220039877_8,22,1
220039877_9,22,1
220039877_10,22,1
220039877_11,22,1
220039877_12,22,1
220039877_13,22,1
220034969_1,22,1
220034969_2,22,1
220034969_3,22,1
220034969_5,22,1
220034969_6,22,1
220034969_7,22,1
220034969_8,22,1
220034969_9,22,1
220034969_10,22,1
220034969_11,22,1
220034969_12,22,1
220034969_13,22,1
220003982_1,22,1
220003982_2,22,1
220003982_3,22,1
220003982_4,22,1
220003982_5,22,1
220003982_6,22,1
220003982_7,22,1
220003982_8,22,1
220003982_9,22,1
220003982_10,22,1
220003982_11,22,1
220003982_12,22,1
220003982_13,22,1
220028364_1,22,1
220028364_2,22,1
220028364_3,22,1
220028364_4,22,1
220028364_5,22,1
220028364_6,22,1
220028364_7,22,1
220028364_8,22,1
220028364_9,22,1
220028364_10,22,1
220028364_11,22,1
220028364_12,22,1
220028364_13,22,1
220031357_1,22,1
220031357_2,22,1
220031357_3,22,1
220031357_4,22,1
220031357_5,22,1
220031357_6,22,1
220031357_8,22,1
220031357_9,22,1
220031357_10,22,1
220031357_11,22,1
220031357_12,22,1
220031357_13,22,1
220014597_1,22,1
220014597_2,22,1
220014597_3,22,1
220014597_4,22,1
220014597_5,22,1
220014597_6,22,1
